Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
IT_STUR_OIL,IT_STUR_OIL,382.6956522,23.0,IT,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,
IT_PHOT_SUN,IT_PHOT_SUN,19288.0,1.0,IT,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
IT_HROR_WAT,IT_HROR_WAT,10482.0,1.0,IT,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
IT_HPHS_WAT,IT_HPHS_WAT,11290.0,1.0,IT,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,4485036.0,0.0,7064.0,0.8,,
IT_WTON_WIN,IT_WTON_WIN,9416.0,1.0,IT,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
IT_STUR_OTH,IT_STUR_OTH,148.7807487,88.0,IT,,,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,
IT_STUR_GEO,IT_STUR_GEO,120.0,8.0,IT,,,STUR,GEO,0.1,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,,,,
LT_STUR_BIO,LT_STUR_BIO,65.0,1.0,LT,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,
LT_COMC_GAS,LT_COMC_GAS,225.7432639,2.0,LT,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
LT_STUR_GAS,LT_STUR_GAS,113.5753797,11.0,LT,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
LT_STUR_OIL,LT_STUR_OIL,160.0,1.0,LT,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,
LT_PHOT_SUN,LT_PHOT_SUN,80.0,1.0,LT,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
LT_HROR_WAT,LT_HROR_WAT,128.0,1.0,LT,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
LT_HPHS_WAT,LT_HPHS_WAT,900.0,1.0,LT,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,12096.7,0.0,900.0,0.8,,
LT_WTON_WIN,LT_WTON_WIN,509.0,1.0,LT,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
LU_GTUR_GAS,LU_GTUR_GAS,34.533508541392905,2.0,LU,,,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,0.0,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
LU_HDAM_WAT,LU_HDAM_WAT,11.0,1.0,LU,,,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,55.0,0.0,0.0,0.8,,
LU_HROR_WAT,LU_HROR_WAT,25.0,1.0,LU,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
LU_WTON_WIN,LU_WTON_WIN,124.0,1.0,LU,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
LU_STUR_WST,LU_STUR_WST,21.0,1.0,LU,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
LV_STUR_BIO,LV_STUR_BIO,101.67,1.0,LV,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,101.67,,,,,,,,,,
LV_COMC_GAS,LV_COMC_GAS,353.0543585,3.0,LV,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
LV_STUR_GAS,LV_STUR_GAS,31.40541677,1.0,LV,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
LV_HROR_WAT,LV_HROR_WAT,1537.2,1.0,LV,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
LV_WTON_WIN,LV_WTON_WIN,54.75,1.0,LV,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Claus,1914.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0058359457,0.0058359457,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Eemshaven 1,1554.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.0032175032,0.0032175032,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Eemshaven 2,1326.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0084238311,0.0084238311,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Hemweg,1090.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.004587156,0.004587156,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Maasvlakte,1070.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.0046728972,0.0046728972,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Velsen,869.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.012853855,0.012853855,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Sloecentrale,864.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0129282407,0.0129282407,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Enecogen,860.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0129883721,0.0129883721,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Rijnmond,840.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.013297619,0.013297619,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Moerdijk,774.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0144315245,0.0144315245,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,MVL380 CR10,731.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.0068399453,0.0068399453,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Diemen,684.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0163304094,0.0163304094,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Amer,643.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.0077760498,0.0077760498,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Maasvlakte 1,66.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.0757575758,0.0757575758,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Maasvlakte 2,66.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.0757575758,0.0757575758,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Borssele 30,492.0,,NL,,,STUR,NUC,0.405,24.0,24.0,0.0069715447,0.0069715447,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,TNZ150 ELSTA,456.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,LLS150FL-5,437.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0255606407,0.0255606407,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,LLS380 FL-4,435.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0256781609,0.0256781609,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Rijnmond II,427.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0261592506,0.0261592506,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Borssele 12,408.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,eem220-ec-5,361.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0309418283,0.0309418283,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem380-ec-7,360.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0310277778,0.0310277778,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem220-ec-4,359.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0311142061,0.0311142061,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem220-ec-3,359.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0311142061,0.0311142061,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem380-ec-6,359.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0311142061,0.0311142061,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Centrale Lage Weide,247.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0452226721,0.0452226721,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,ASP003,224.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0498660714,0.0498660714,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,RoCa,220.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0507727273,0.0507727273,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Swentibold,209.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0534449761,0.0534449761,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,GDFSUEZ_NL_EC-22,131.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0852671756,0.0852671756,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Pergen 2,130.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0859230769,0.0859230769,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Pergen 1,130.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0859230769,0.0859230769,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Prinses Alexia Windpark,122.0,,NL,,,WTON,WIN,1.0,0.0,0.0,1.1065573771,1.1065573771,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Westereems,120.0,,NL,,,WTON,WIN,1.0,0.0,0.0,1.125,1.125,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Den Haag,112.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0997321429,0.0997321429,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Windpark Egmond aan Zee,108.0,,NL,,,WTOF,WIN,1.0,0.0,0.0,1.2962962963,1.2962962963,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Merwedekanaal 11,103.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.1084466019,0.1084466019,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET PHOT_NL,1429.0,,NL,,,PHOT,SUN,1.0,0.0,0.0,0.6298110567,0.6298110567,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET WindOff_NL,249.0,,NL,,,WTOF,WIN,1.0,0.0,0.0,0.562248996,0.562248996,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET WindOn_NL,3042.0,,NL,,,WTON,WIN,1.0,0.0,0.0,0.0443786982,0.0443786982,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET Biomass_NL,398.0,,NL,,,STUR,BIO,0.45,8.0,6.0,0.0125628141,0.0125628141,2000.0,,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,
,DispaSET FossilGas_NL 1,8500.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.0013141176,0.0013141176,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_NL 2,2000.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.005585,0.005585,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_NL 3,2000.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.005585,0.005585,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_NL 4,2000.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.005585,0.005585,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Claus A,640.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.016330409,0.016330409,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Claus C,1280.0,,NL,,,COMC,GAS,0.585,5.0,1.0,0.008423831,0.008423831,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Eemshaven 1,777.0,,NL,,,STUR,HRD,0.46,8.0,6.0,0.006839945,0.006839945,117242.17,,0.0,0.5,0.395,7.0,0.8,,,,,,,,,,,,,,
,Eemshaven 2,777.0,,NL,,,STUR,HRD,0.46,8.0,6.0,0.006839945,0.006839945,117242.17,,0.0,0.5,0.395,7.0,0.8,,,,,,,,,,,,,,
,Eemshaven 3,430.0,,NL,,,COMC,GAS,0.58,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Eemshaven 4,430.0,,NL,,,COMC,GAS,0.58,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Eemshaven 5,430.0,,NL,,,COMC,GAS,0.58,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Maasvlakte,800.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.006839945,0.006839945,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Velsen 1,459.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Velsen 2,361.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.030941828,0.030941828,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Sloecentrale 1,435.0,,NL,,,COMC,GAS,0.587,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Sloecentrale 2,435.0,,NL,,,COMC,GAS,0.587,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Enecogen 1,435.0,,NL,,,COMC,GAS,0.59,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Enecogen 2,435.0,,NL,,,COMC,GAS,0.59,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Rijnmond,820.0,,NL,,,COMC,GAS,0.5,5.0,1.0,0.013297619,0.013297619,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Moerdijk I,358.2,,NL,,,COMC,GAS,0.525,5.0,1.0,0.031114206,0.031114206,112542.12,,0.0,0.4,0.525,1.0,0.45,Steam,2.8,,,,,,,,,,,,
,Moerdijk II,430.0,,NL,,,COMC,GAS,0.58,5.0,1.0,0.026159251,0.026159251,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,MVL380 CR10,800.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.006839945,0.006839945,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Diemen,249.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.016330409,0.016330409,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Diemen 34,435.0,,NL,,,COMC,GAS,0.59,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,DHN,1.6730769231,,,,,,,,,,,,
,Amer,640.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Maasvlakte 1,520.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Maasvlakte 2,520.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Borssele 30,480.0,,NL,,,STUR,NUC,0.405,24.0,24.0,0.006971545,0.006971545,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,TNZ150 ELSTA,475.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,LLS150FL-5,435.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.025560641,0.025560641,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,LLS380 FL-4,435.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Rijnmond II,428.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.026159251,0.026159251,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Borssele 12,403.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,eem220-ec-5,355.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.030941828,0.030941828,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem380-ec-7,355.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.031027778,0.031027778,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem220-ec-4,355.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.031114206,0.031114206,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem220-ec-3,355.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.031114206,0.031114206,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,eem380-ec-6,355.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.031114206,0.031114206,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Centrale Lage Weide,260.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.045222672,0.045222672,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,RoCa,220.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.050772727,0.050772727,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Swentibold,231.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.053444976,0.053444976,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,GDFSUEZ_NL_EC-22 1,430.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,GDFSUEZ_NL_EC-22 2,430.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,GDFSUEZ_NL_EC-22 3,430.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.025678161,0.025678161,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Pergen 2,64.3,,NL,,,COMC,GAS,0.525,5.0,1.0,0.108446602,0.108446602,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Pergen 1,64.3,,NL,,,COMC,GAS,0.525,5.0,1.0,0.108446602,0.108446602,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Den Haag,122.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.099732143,0.099732143,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Merwedekanaal 11,103.0,,NL,,,COMC,GAS,0.55,5.0,1.0,0.108446602,0.108446602,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,ds_PHOT_NL,1355.0,,NL,,,PHOT,SUN,1.0,0.0,0.0,0.629811057,0.629811057,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,ds_WTOF_NL,180.0,,NL,,,WTOF,WIN,1.0,0.0,0.0,0.562248996,0.562248996,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,ds_WTON_NL,3251.0,,NL,,,WTON,WIN,1.0,0.0,0.0,0.044378698,0.044378698,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,ds_Biomass_NL,400.0,,NL,,,STUR,BIO,0.45,8.0,6.0,0.012562814,0.012562814,2000.0,,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,
,ds_Gas_NL,491.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.001314118,0.001314118,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Gelderland 13,602.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Bergum 30,145.2,,NL,,,COMC,GAS,0.525,5.0,1.0,0.085923077,0.085923077,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Hemweg 8,630.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Hemweg 9,435.0,,NL,,,COMC,GAS,0.59,5.0,1.0,0.024495614,0.024495614,117242.17,,0.0,0.4,0.395,1.0,0.45,,,,,,,,,,,,,,
,Ijmuiden GT1,144.0,,NL,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,
,Amer 81,645.0,,NL,,,STUR,HRD,0.395,8.0,6.0,0.00777605,0.00777605,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,
,Akzo Delesto CC-2,350.0,,NL,,,COMC,GAS,0.525,5.0,1.0,0.031114206,0.031114206,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,EVs,2776.0,,NL,,,BEVS,OTH,0.95,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.95,0.0,0.0,,,,,,,,,5553.0,0.0,2276.0,0.95,,
NL_STUR_BIO,NL_STUR_BIO,165.3777473,2.0,NL,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,165.3777473,,,,,,,,,,
NL_COMC_GAS,NL_COMC_GAS,411.2053825,38.0,NL,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
NL_GTUR_GAS,NL_GTUR_GAS,63.45855152,51.0,NL,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
NL_STUR_GAS,NL_STUR_GAS,110.1086316,8.0,NL,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
NL_STUR_HRD,NL_STUR_HRD,707.25,8.0,NL,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
NL_PHOT_SUN,NL_PHOT_SUN,2039.0,1.0,NL,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
NL_WTOF_WIN,NL_WTOF_WIN,638.0,1.0,NL,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
NL_WTON_WIN,NL_WTON_WIN,3479.0,1.0,NL,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
NL_STUR_WST,NL_STUR_WST,46.63118046,11.0,NL,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
NO_COMC_GAS,NO_COMC_GAS,414.5300175571919,1.0,NO,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
NO_GTUR_GAS,NO_GTUR_GAS,60.00110509233436,7.0,NO,,,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,0.0,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
NO_HDAM_WAT,NO_HDAM_WAT,26909.5,1.0,NO,,,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,76191000.0,0.0,0.0,0.8,,
NO_HROR_WAT,NO_HROR_WAT,1351.8,1.0,NO,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
