20:00 - 21:00,367,,n/e,n/e,n/e,n/e,8399,,1550,,632,,n/e,n/e,n/e,n/e,n/e,n/e,3763,,6854,,5946,,n/e,n/e,51243,,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,1866,
21:00 - 22:00,364,,n/e,n/e,n/e,n/e,8163,,1562,,366,,n/e,n/e,n/e,n/e,n/e,n/e,1471,,6352,,4055,,n/e,n/e,51248,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,1775,
22:00 - 23:00,368,,n/e,n/e,n/e,n/e,8084,,1605,,206,,n/e,n/e,n/e,n/e,n/e,n/e,108,,5432,,2562,,n/e,n/e,51234,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1745,
23:00 - 00:00,367,,n/e,n/e,n/e,n/e,7803,,1580,,206,,n/e,n/e,n/e,n/e,n/e,n/e,40,,5147,,2348,,n/e,n/e,51278,,n/e,n/e,n/e,n/e,0,,253,,n/e,n/e,1693,
00:00 - 01:00,366,,n/e,n/e,n/e,n/e,7813,,1525,,205,,n/e,n/e,n/e,n/e,n/e,n/e,152,,4841,,2339,,n/e,n/e,51281,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1623,
01:00 - 02:00,367,,n/e,n/e,n/e,n/e,7774,,1527,,205,,n/e,n/e,n/e,n/e,n/e,n/e,183,,4423,,1673,,n/e,n/e,51175,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,1594,
02:00 - 03:00,368,,n/e,n/e,n/e,n/e,7791,,1416,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,867,4310,,1323,,n/e,n/e,51084,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,1582,
03:00 - 04:00,367,,n/e,n/e,n/e,n/e,7883,,1392,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,1499,4233,,1254,,n/e,n/e,51320,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,1586,
04:00 - 05:00,366,,n/e,n/e,n/e,n/e,7695,,1161,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2426,4172,,1271,,n/e,n/e,51464,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,1483,
05:00 - 06:00,367,,n/e,n/e,n/e,n/e,7008,,1123,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2646,4266,,1193,,n/e,n/e,51486,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,1476,
06:00 - 07:00,368,,n/e,n/e,n/e,n/e,7576,,1160,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,2529,4306,,1237,,n/e,n/e,51486,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1444,
07:00 - 08:00,368,,n/e,n/e,n/e,n/e,7906,,1359,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,761,4578,,2180,,n/e,n/e,51416,,n/e,n/e,n/e,n/e,0,,241,,n/e,n/e,1374,
08:00 - 09:00,368,,n/e,n/e,n/e,n/e,8306,,1662,,205,,n/e,n/e,n/e,n/e,n/e,n/e,82,,5078,,2894,,n/e,n/e,51349,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,1309,
09:00 - 10:00,368,,n/e,n/e,n/e,n/e,8314,,1757,,205,,n/e,n/e,n/e,n/e,n/e,n/e,389,,5582,,4069,,n/e,n/e,51487,,n/e,n/e,n/e,n/e,189,,248,,n/e,n/e,1182,
10:00 - 11:00,370,,n/e,n/e,n/e,n/e,8341,,1761,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1015,,6062,,4859,,n/e,n/e,51492,,n/e,n/e,n/e,n/e,549,,249,,n/e,n/e,1141,
11:00 - 12:00,368,,n/e,n/e,n/e,n/e,8265,,1666,,206,,n/e,n/e,n/e,n/e,n/e,n/e,2087,,6337,,5141,,n/e,n/e,51539,,n/e,n/e,n/e,n/e,1254,,248,,n/e,n/e,1115,
12:00 - 13:00,368,,n/e,n/e,n/e,n/e,8519,,1663,,206,,n/e,n/e,n/e,n/e,n/e,n/e,2469,,6337,,5157,,n/e,n/e,51557,,n/e,n/e,n/e,n/e,2024,,243,,n/e,n/e,1047,
13:00 - 14:00,367,,n/e,n/e,n/e,n/e,8604,,1648,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2804,,6258,,5138,,n/e,n/e,51606,,n/e,n/e,n/e,n/e,2460,,241,,n/e,n/e,994,
14:00 - 15:00,367,,n/e,n/e,n/e,n/e,8660,,1632,,206,,n/e,n/e,n/e,n/e,n/e,n/e,2417,,6120,,5440,,n/e,n/e,51600,,n/e,n/e,n/e,n/e,2405,,240,,n/e,n/e,1014,
15:00 - 16:00,368,,n/e,n/e,n/e,n/e,8823,,1702,,236,,n/e,n/e,n/e,n/e,n/e,n/e,2090,,6033,,5172,,n/e,n/e,51596,,n/e,n/e,n/e,n/e,1905,,237,,n/e,n/e,1062,
16:00 - 17:00,368,,n/e,n/e,n/e,n/e,8964,,1704,,672,,n/e,n/e,n/e,n/e,n/e,n/e,1166,,5813,,4555,,n/e,n/e,51628,,n/e,n/e,n/e,n/e,1190,,238,,n/e,n/e,1070,
17:00 - 18:00,368,,n/e,n/e,n/e,n/e,8805,,1725,,674,,n/e,n/e,n/e,n/e,n/e,n/e,660,,5952,,4622,,n/e,n/e,51610,,n/e,n/e,n/e,n/e,477,,240,,n/e,n/e,1030,
18:00 - 19:00,369,,n/e,n/e,n/e,n/e,8704,,1676,,276,,n/e,n/e,n/e,n/e,n/e,n/e,1161,,6344,,5552,,n/e,n/e,51594,,n/e,n/e,n/e,n/e,167,,260,,n/e,n/e,1024,
19:00 - 20:00,369,,n/e,n/e,n/e,n/e,8712,,1656,,205,,n/e,n/e,n/e,n/e,n/e,n/e,3263,,6937,,6346,,n/e,n/e,51611,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,934,
20:00 - 21:00,371,,n/e,n/e,n/e,n/e,8730,,1662,,205,,n/e,n/e,n/e,n/e,n/e,n/e,3437,,6955,,6306,,n/e,n/e,51638,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,891,
21:00 - 22:00,369,,n/e,n/e,n/e,n/e,8653,,1619,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1922,,6504,,5109,,n/e,n/e,51671,,n/e,n/e,n/e,n/e,0,,253,,n/e,n/e,872,
22:00 - 23:00,368,,n/e,n/e,n/e,n/e,8505,,1613,,205,,n/e,n/e,n/e,n/e,n/e,n/e,321,,5788,,3339,,n/e,n/e,51688,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,834,
23:00 - 00:00,369,,n/e,n/e,n/e,n/e,8483,,1626,,205,,n/e,n/e,n/e,n/e,n/e,n/e,298,,5136,,2441,,n/e,n/e,51718,,n/e,n/e,n/e,n/e,0,,253,,n/e,n/e,798,
00:00 - 01:00,369,,n/e,n/e,n/e,n/e,8443,,1564,,205,,n/e,n/e,n/e,n/e,n/e,n/e,705,,4961,,2389,,n/e,n/e,51701,,n/e,n/e,n/e,n/e,0,,253,,n/e,n/e,802,
01:00 - 02:00,364,,n/e,n/e,n/e,n/e,8199,,1466,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,120,4779,,1552,,n/e,n/e,51636,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,809,
02:00 - 03:00,367,,n/e,n/e,n/e,n/e,8432,,1547,,207,,n/e,n/e,n/e,n/e,n/e,n/e,,1095,4382,,1487,,n/e,n/e,51364,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,837,
03:00 - 04:00,364,,n/e,n/e,n/e,n/e,8436,,1558,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1419,4224,,1231,,n/e,n/e,51433,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,856,
04:00 - 05:00,367,,n/e,n/e,n/e,n/e,8295,,1643,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2305,4075,,1228,,n/e,n/e,51244,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,864,
05:00 - 06:00,367,,n/e,n/e,n/e,n/e,8123,,1777,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2386,4139,,1921,,n/e,n/e,51500,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,863,
06:00 - 07:00,367,,n/e,n/e,n/e,n/e,8134,,2004,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2182,4277,,1048,,n/e,n/e,51581,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,841,
07:00 - 08:00,367,,n/e,n/e,n/e,n/e,8468,,2157,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,754,4752,,2434,,n/e,n/e,51659,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,831,
08:00 - 09:00,366,,n/e,n/e,n/e,n/e,8636,,2136,,206,,n/e,n/e,n/e,n/e,n/e,n/e,775,,5508,,4344,,n/e,n/e,51646,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,897,
09:00 - 10:00,355,,n/e,n/e,n/e,n/e,8464,,2121,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2008,,6081,,5802,,n/e,n/e,51664,,n/e,n/e,n/e,n/e,196,,252,,n/e,n/e,980,
10:00 - 11:00,358,,n/e,n/e,n/e,n/e,8371,,2208,,205,,n/e,n/e,n/e,n/e,n/e,n/e,3124,,6309,,6184,,n/e,n/e,51808,,n/e,n/e,n/e,n/e,662,,252,,n/e,n/e,948,
11:00 - 12:00,367,,n/e,n/e,n/e,n/e,8514,,2114,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2462,,6367,,6082,,n/e,n/e,51816,,n/e,n/e,n/e,n/e,1787,,252,,n/e,n/e,901,
12:00 - 13:00,370,,n/e,n/e,n/e,n/e,8751,,2048,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1838,,6233,,5693,,n/e,n/e,51797,,n/e,n/e,n/e,n/e,2797,,249,,n/e,n/e,797,
13:00 - 14:00,366,,n/e,n/e,n/e,n/e,8760,,2111,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1355,,6352,,5796,,n/e,n/e,51814,,n/e,n/e,n/e,n/e,3249,,252,,n/e,n/e,827,
14:00 - 15:00,368,,n/e,n/e,n/e,n/e,8940,,2119,,206,,n/e,n/e,n/e,n/e,n/e,n/e,832,,6318,,5785,,n/e,n/e,51812,,n/e,n/e,n/e,n/e,3042,,253,,n/e,n/e,922,
15:00 - 16:00,368,,n/e,n/e,n/e,n/e,8915,,2118,,206,,n/e,n/e,n/e,n/e,n/e,n/e,555,,6015,,5164,,n/e,n/e,51813,,n/e,n/e,n/e,n/e,2401,,254,,n/e,n/e,982,
16:00 - 17:00,364,,n/e,n/e,n/e,n/e,8856,,2200,,206,,n/e,n/e,n/e,n/e,n/e,n/e,627,,5906,,5073,,n/e,n/e,51784,,n/e,n/e,n/e,n/e,1556,,254,,n/e,n/e,1056,
17:00 - 18:00,352,,n/e,n/e,n/e,n/e,8897,,2182,,206,,n/e,n/e,n/e,n/e,n/e,n/e,1425,,5993,,5312,,n/e,n/e,51806,,n/e,n/e,n/e,n/e,621,,251,,n/e,n/e,1100,
18:00 - 19:00,351,,n/e,n/e,n/e,n/e,8913,,2172,,206,,n/e,n/e,n/e,n/e,n/e,n/e,2893,,6482,,6026,,n/e,n/e,51818,,n/e,n/e,n/e,n/e,180,,249,,n/e,n/e,1194,
19:00 - 20:00,352,,n/e,n/e,n/e,n/e,8975,,2139,,706,,n/e,n/e,n/e,n/e,n/e,n/e,3713,,6927,,6804,,n/e,n/e,51822,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1366,
20:00 - 21:00,352,,n/e,n/e,n/e,n/e,8959,,2135,,1024,,n/e,n/e,n/e,n/e,n/e,n/e,3720,,6955,,6639,,n/e,n/e,51832,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1460,
21:00 - 22:00,356,,n/e,n/e,n/e,n/e,8778,,2151,,219,,n/e,n/e,n/e,n/e,n/e,n/e,1778,,6351,,6009,,n/e,n/e,51837,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1524,
22:00 - 23:00,368,,n/e,n/e,n/e,n/e,8655,,2241,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,60,5691,,4296,,n/e,n/e,51842,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1569,
23:00 - 00:00,368,,n/e,n/e,n/e,n/e,8341,,2092,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,76,5251,,2894,,n/e,n/e,51829,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,1592,
00:00 - 01:00,368,,n/e,n/e,n/e,n/e,8572,,2103,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,302,4890,,2520,,n/e,n/e,51777,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,1606,
01:00 - 02:00,368,,n/e,n/e,n/e,n/e,8367,,2122,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,132,4657,,2744,,n/e,n/e,51782,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,1553,
02:00 - 03:00,368,,n/e,n/e,n/e,n/e,8378,,2165,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,758,4546,,2897,,n/e,n/e,51791,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,1558,
03:00 - 04:00,367,,n/e,n/e,n/e,n/e,8458,,2272,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,1705,4412,,2824,,n/e,n/e,51814,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,1493,
04:00 - 05:00,368,,n/e,n/e,n/e,n/e,8374,,2219,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,2441,4289,,2410,,n/e,n/e,51850,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,1397,
05:00 - 06:00,368,,n/e,n/e,n/e,n/e,8244,,2104,,211,,n/e,n/e,n/e,n/e,n/e,n/e,,2252,4158,,1874,,n/e,n/e,51785,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,1337,
06:00 - 07:00,370,,n/e,n/e,n/e,n/e,8245,,2100,,294,,n/e,n/e,n/e,n/e,n/e,n/e,,2020,4245,,2084,,n/e,n/e,51726,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,1326,
07:00 - 08:00,370,,n/e,n/e,n/e,n/e,8474,,2060,,694,,n/e,n/e,n/e,n/e,n/e,n/e,,849,4851,,3243,,n/e,n/e,51749,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,1334,
08:00 - 09:00,371,,n/e,n/e,n/e,n/e,8770,,2192,,822,,n/e,n/e,n/e,n/e,n/e,n/e,540,,5906,,4828,,n/e,n/e,51872,,n/e,n/e,n/e,n/e,0,,246,,n/e,n/e,1304,
09:00 - 10:00,371,,n/e,n/e,n/e,n/e,9197,,2315,,831,,n/e,n/e,n/e,n/e,n/e,n/e,2045,,6383,,5632,,n/e,n/e,51871,,n/e,n/e,n/e,n/e,206,,246,,n/e,n/e,1257,
10:00 - 11:00,370,,n/e,n/e,n/e,n/e,9207,,2244,,831,,n/e,n/e,n/e,n/e,n/e,n/e,3052,,6778,,6282,,n/e,n/e,51863,,n/e,n/e,n/e,n/e,837,,248,,n/e,n/e,1134,
11:00 - 12:00,367,,n/e,n/e,n/e,n/e,9165,,2115,,829,,n/e,n/e,n/e,n/e,n/e,n/e,2469,,6693,,6245,,n/e,n/e,51877,,n/e,n/e,n/e,n/e,2217,,245,,n/e,n/e,1092,
12:00 - 13:00,369,,n/e,n/e,n/e,n/e,9144,,2114,,444,,n/e,n/e,n/e,n/e,n/e,n/e,2469,,6714,,5628,,n/e,n/e,51875,,n/e,n/e,n/e,n/e,3267,,247,,n/e,n/e,1095,
13:00 - 14:00,374,,n/e,n/e,n/e,n/e,9088,,2059,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2479,,6625,,5633,,n/e,n/e,51769,,n/e,n/e,n/e,n/e,3754,,250,,n/e,n/e,1045,
14:00 - 15:00,373,,n/e,n/e,n/e,n/e,9076,,2022,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2061,,6410,,5477,,n/e,n/e,51727,,n/e,n/e,n/e,n/e,3626,,252,,n/e,n/e,983,
15:00 - 16:00,376,,n/e,n/e,n/e,n/e,8898,,1987,,205,,n/e,n/e,n/e,n/e,n/e,n/e,2125,,6379,,5606,,n/e,n/e,51599,,n/e,n/e,n/e,n/e,2967,,251,,n/e,n/e,932,
16:00 - 17:00,385,,n/e,n/e,n/e,n/e,8718,,1981,,450,,n/e,n/e,n/e,n/e,n/e,n/e,1260,,6190,,4806,,n/e,n/e,50661,,n/e,n/e,n/e,n/e,1884,,251,,n/e,n/e,923,
17:00 - 18:00,376,,n/e,n/e,n/e,n/e,8719,,2020,,551,,n/e,n/e,n/e,n/e,n/e,n/e,974,,6177,,4743,,n/e,n/e,50694,,n/e,n/e,n/e,n/e,666,,253,,n/e,n/e,944,
18:00 - 19:00,367,,n/e,n/e,n/e,n/e,9025,,2232,,485,,n/e,n/e,n/e,n/e,n/e,n/e,1914,,6502,,5498,,n/e,n/e,51418,,n/e,n/e,n/e,n/e,188,,254,,n/e,n/e,975,
19:00 - 20:00,368,,n/e,n/e,n/e,n/e,9159,,2118,,279,,n/e,n/e,n/e,n/e,n/e,n/e,2829,,6971,,6378,,n/e,n/e,51699,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,1056,
20:00 - 21:00,367,,n/e,n/e,n/e,n/e,9182,,2110,,205,,n/e,n/e,n/e,n/e,n/e,n/e,3458,,7149,,6594,,n/e,n/e,51827,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,1165,
21:00 - 22:00,366,,n/e,n/e,n/e,n/e,9038,,1973,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1795,,6791,,5612,,n/e,n/e,51858,,n/e,n/e,n/e,n/e,0,,255,,n/e,n/e,1198,
22:00 - 23:00,367,,n/e,n/e,n/e,n/e,8725,,1772,,205,,n/e,n/e,n/e,n/e,n/e,n/e,84,,6371,,4938,,n/e,n/e,51857,,n/e,n/e,n/e,n/e,0,,257,,n/e,n/e,1181,
23:00 - 00:00,369,,n/e,n/e,n/e,n/e,8582,,1669,,205,,n/e,n/e,n/e,n/e,n/e,n/e,732,,5704,,3801,,n/e,n/e,51763,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,1234,
00:00 - 01:00,369,,n/e,n/e,n/e,n/e,8558,,1703,,205,,n/e,n/e,n/e,n/e,n/e,n/e,16,,5258,,3931,,n/e,n/e,51710,,n/e,n/e,n/e,n/e,0,,259,,n/e,n/e,1377,
01:00 - 02:00,369,,n/e,n/e,n/e,n/e,8412,,1708,,205,,n/e,n/e,n/e,n/e,n/e,n/e,355,,5068,,3418,,n/e,n/e,51665,,n/e,n/e,n/e,n/e,0,,256,,n/e,n/e,1478,
02:00 - 03:00,369,,n/e,n/e,n/e,n/e,8398,,1581,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,14,4711,,2643,,n/e,n/e,51481,,n/e,n/e,n/e,n/e,0,,258,,n/e,n/e,1694,
03:00 - 04:00,368,,n/e,n/e,n/e,n/e,8378,,1505,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,876,4453,,2486,,n/e,n/e,51650,,n/e,n/e,n/e,n/e,0,,253,,n/e,n/e,1972,
04:00 - 05:00,366,,n/e,n/e,n/e,n/e,8287,,1387,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,1874,4105,,1884,,n/e,n/e,51564,,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,2230,
05:00 - 06:00,368,,n/e,n/e,n/e,n/e,8225,,1388,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,2238,4033,,965,,n/e,n/e,51664,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,2478,
06:00 - 07:00,368,,n/e,n/e,n/e,n/e,8261,,1379,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,2182,4081,,842,,n/e,n/e,51581,,n/e,n/e,n/e,n/e,0,,254,,n/e,n/e,2584,
07:00 - 08:00,368,,n/e,n/e,n/e,n/e,8366,,1392,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,1524,4184,,1504,,n/e,n/e,51606,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,2748,
08:00 - 09:00,368,,n/e,n/e,n/e,n/e,8295,,1771,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,500,4364,,1981,,n/e,n/e,51605,,n/e,n/e,n/e,n/e,0,,246,,n/e,n/e,3165,
09:00 - 10:00,368,,n/e,n/e,n/e,n/e,7929,,2054,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,512,4770,,2578,,n/e,n/e,51633,,n/e,n/e,n/e,n/e,184,,245,,n/e,n/e,3445,
10:00 - 11:00,367,,n/e,n/e,n/e,n/e,8011,,2119,,205,,n/e,n/e,n/e,n/e,n/e,n/e,154,,5290,,2919,,n/e,n/e,51610,,n/e,n/e,n/e,n/e,470,,244,,n/e,n/e,3605,
11:00 - 12:00,362,,n/e,n/e,n/e,n/e,8048,,1768,,205,,n/e,n/e,n/e,n/e,n/e,n/e,358,,5590,,3717,,n/e,n/e,51620,,n/e,n/e,n/e,n/e,1213,,245,,n/e,n/e,3586,
12:00 - 13:00,366,,n/e,n/e,n/e,n/e,8054,,1639,,205,,n/e,n/e,n/e,n/e,n/e,n/e,578,,5429,,3698,,n/e,n/e,51611,,n/e,n/e,n/e,n/e,2078,,246,,n/e,n/e,3306,
13:00 - 14:00,372,,n/e,n/e,n/e,n/e,7975,,1601,,205,,n/e,n/e,n/e,n/e,n/e,n/e,574,,5050,,3069,,n/e,n/e,51571,,n/e,n/e,n/e,n/e,2767,,247,,n/e,n/e,3694,
14:00 - 15:00,373,,n/e,n/e,n/e,n/e,7919,,1574,,205,,n/e,n/e,n/e,n/e,n/e,n/e,,38,4780,,2337,,n/e,n/e,51501,,n/e,n/e,n/e,n/e,2761,,247,,n/e,n/e,4311,
15:00 - 16:00,371,,n/e,n/e,n/e,n/e,7943,,1600,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,680,4576,,2342,,n/e,n/e,51421,,n/e,n/e,n/e,n/e,2214,,248,,n/e,n/e,4903,
16:00 - 17:00,367,,n/e,n/e,n/e,n/e,8020,,1647,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1241,4516,,2664,,n/e,n/e,51395,,n/e,n/e,n/e,n/e,1312,,248,,n/e,n/e,5296,
17:00 - 18:00,367,,n/e,n/e,n/e,n/e,8168,,1648,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,243,4597,,3050,,n/e,n/e,51351,,n/e,n/e,n/e,n/e,493,,248,,n/e,n/e,5178,
18:00 - 19:00,367,,n/e,n/e,n/e,n/e,8504,,1643,,205,,n/e,n/e,n/e,n/e,n/e,n/e,856,,5119,,4549,,n/e,n/e,51399,,n/e,n/e,n/e,n/e,183,,250,,n/e,n/e,4907,
19:00 - 20:00,370,,n/e,n/e,n/e,n/e,8527,,1636,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1467,,5573,,4140,,n/e,n/e,51534,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,5048,
20:00 - 21:00,370,,n/e,n/e,n/e,n/e,8560,,1614,,205,,n/e,n/e,n/e,n/e,n/e,n/e,1158,,5416,,4803,,n/e,n/e,51663,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,5352,
21:00 - 22:00,369,,n/e,n/e,n/e,n/e,8548,,1630,,205,,n/e,n/e,n/e,n/e,n/e,n/e,586,,4936,,3627,,n/e,n/e,51682,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,5483,
22:00 - 23:00,368,,n/e,n/e,n/e,n/e,8518,,1614,,205,,n/e,n/e,n/e,n/e,n/e,n/e,488,,4705,,2950,,n/e,n/e,51655,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,5381,
23:00 - 00:00,368,,n/e,n/e,n/e,n/e,8537,,1622,,205,,n/e,n/e,n/e,n/e,n/e,n/e,810,,4479,,2347,,n/e,n/e,51614,,n/e,n/e,n/e,n/e,0,,249,,n/e,n/e,5130,
00:00 - 01:00,368,,n/e,n/e,n/e,n/e,8559,,1473,,205,,n/e,n/e,n/e,n/e,n/e,n/e,842,,4349,,2324,,n/e,n/e,51655,,n/e,n/e,n/e,n/e,0,,250,,n/e,n/e,5016,
01:00 - 02:00,369,,n/e,n/e,n/e,n/e,7987,,1335,,206,,n/e,n/e,n/e,n/e,n/e,n/e,250,,3992,,2090,,n/e,n/e,51667,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,4874,
02:00 - 03:00,368,,n/e,n/e,n/e,n/e,7442,,1301,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,260,3618,,1783,,n/e,n/e,51572,,n/e,n/e,n/e,n/e,0,,252,,n/e,n/e,4793,
03:00 - 04:00,368,,n/e,n/e,n/e,n/e,6953,,1235,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,833,3451,,1214,,n/e,n/e,51013,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,4778,
04:00 - 05:00,368,,n/e,n/e,n/e,n/e,6402,,1350,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1709,3369,,1133,,n/e,n/e,51238,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,4817,
05:00 - 06:00,368,,n/e,n/e,n/e,n/e,6001,,1433,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2358,3265,,713,,n/e,n/e,51354,,n/e,n/e,n/e,n/e,0,,251,,n/e,n/e,4494,
06:00 - 07:00,367,,n/e,n/e,n/e,n/e,6084,,1435,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,2379,3229,,770,,n/e,n/e,51407,,n/e,n/e,n/e,n/e,0,,248,,n/e,n/e,4363,
07:00 - 08:00,367,,n/e,n/e,n/e,n/e,6397,,1555,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1946,3316,,895,,n/e,n/e,51559,,n/e,n/e,n/e,n/e,0,,247,,n/e,n/e,4215,
08:00 - 09:00,369,,n/e,n/e,n/e,n/e,6560,,1697,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1607,3341,,731,,n/e,n/e,51503,,n/e,n/e,n/e,n/e,0,,245,,n/e,n/e,4193,
09:00 - 10:00,368,,n/e,n/e,n/e,n/e,7148,,1743,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,1246,3524,,982,,n/e,n/e,51540,,n/e,n/e,n/e,n/e,185,,244,,n/e,n/e,4039,
10:00 - 11:00,369,,n/e,n/e,n/e,n/e,7826,,1818,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,99,4008,,1412,,n/e,n/e,51703,,n/e,n/e,n/e,n/e,620,,245,,n/e,n/e,3828,
11:00 - 12:00,368,,n/e,n/e,n/e,n/e,8208,,1831,,206,,n/e,n/e,n/e,n/e,n/e,n/e,92,,4211,,2245,,n/e,n/e,51731,,n/e,n/e,n/e,n/e,1726,,246,,n/e,n/e,3408,
12:00 - 13:00,369,,n/e,n/e,n/e,n/e,8264,,1786,,207,,n/e,n/e,n/e,n/e,n/e,n/e,115,,4261,,2113,,n/e,n/e,51737,,n/e,n/e,n/e,n/e,2795,,240,,n/e,n/e,3029,
13:00 - 14:00,368,,n/e,n/e,n/e,n/e,8029,,1745,,206,,n/e,n/e,n/e,n/e,n/e,n/e,170,,4353,,2787,,n/e,n/e,51719,,n/e,n/e,n/e,n/e,3305,,235,,n/e,n/e,3051,
14:00 - 15:00,367,,n/e,n/e,n/e,n/e,7946,,1748,,206,,n/e,n/e,n/e,n/e,n/e,n/e,,51,3968,,1999,,n/e,n/e,51711,,n/e,n/e,n/e,n/e,3409,,235,,n/e,n/e,3176,
